cell_global_id,cell_folder,aging_condition,aging_temperature_C,rpt_id_from_filename,source_file,channel,channel_num,rpt_id,delta_t_0p2c_3p8_4p0_s,delta_t_1c_3p8_4p0_s,charge_time_ratio_1c_over_0p2c,cccv_rate_used,cc_charge_time_s,cv_charge_time_s,cc_charge_time_0p2c_s,cv_charge_time_0p2c_s,cc_charge_time_1c_s,cv_charge_time_1c_s,q02_selection,q02_step,q02_repeat,q02_current_A,q02_complete_candidates,q1_selection,q1_step,q1_repeat,q1_current_A,q1_complete_candidates,t_0p2c_cross_3p8_s,t_0p2c_cross_4p0_s,t_1c_cross_3p8_s,t_1c_cross_4p0_s,cv_entry_time_0p2c_s,cv_entry_voltage_0p2c_V,cv_entry_current_0p2c_A,cutoff_current_0p2c_A,cv_entry_time_1c_s,cv_entry_voltage_1c_V,cv_entry_current_1c_A,cutoff_current_1c_A,status,cell_channel_match,qc_warning
7,7. LOW C@ 25°C #7,LOW C@ 25°C #7,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/7. LOW C@ 25°C #7/4.csv,M01Ch007[007],7,4,4010.0,740.0,0.18453865336658354,1C,2470.0,492.6500000000001,15150.0,296.0,2470.0,492.6500000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6950.0,10960.0,1064.9999999999989,1804.9999999999989,15150.0,4.2,0.581,0.3,2470.0,4.2,2.867,1.5,OK,True,
7,7. LOW C@ 25°C #7,LOW C@ 25°C #7,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/7. LOW C@ 25°C #7/5.csv,M01Ch007[007],7,5,4000.0,711.6666666666661,0.17791666666666653,1C,2340.0,504.3000000000002,14720.0,331.0,2340.0,504.3000000000002,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6560.0,10560.0,973.3333333333328,1684.9999999999989,14720.0,4.2,0.567,0.3,2340.0,4.2,2.893,1.5,OK,True,
8,8. LOW C@ 25°C #8,LOW C@ 25°C #8,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/8. LOW C@ 25°C #8/0.csv,M01Ch008[008],8,0,4140.0,796.6666666666672,0.19243156199677952,1C,3130.0,452.6500000000001,18050.0,159.84999999999854,3130.0,452.6500000000001,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9660.0,13800.0,1623.3333333333328,2420.0,18050.0,4.2,0.544,0.3,3130.0,4.2,2.905,1.5,OK,True,
8,8. LOW C@ 25°C #8,LOW C@ 25°C #8,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/8. LOW C@ 25°C #8/1.csv,M01Ch008[008],8,1,4040.0,790.0,0.19554455445544555,1C,2830.0,453.9000000000001,16590.0,189.90000000000146,2830.0,453.9000000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,8310.0,12350.0,1350.0,2140.0,16590.0,4.2,0.563,0.3,2830.0,4.2,2.891,1.5,OK,True,
8,8. LOW C@ 25°C #8,LOW C@ 25°C #8,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/8. LOW C@ 25°C #8/2.csv,M01Ch008[008],8,2,4030.0,770.0,0.19106699751861042,1C,2660.0,477.75,15920.0,216.54999999999927,2660.0,477.75,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7670.0,11700.0,1220.0,1990.0,15920.0,4.2,0.558,0.3,2660.0,4.2,2.905,1.5,OK,True,
8,8. LOW C@ 25°C #8,LOW C@ 25°C #8,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/8. LOW C@ 25°C #8/3.csv,M01Ch008[008],8,3,4010.0,758.3333333333333,0.18911055694098086,1C,2540.0,481.8000000000002,15370.0,246.5,2540.0,481.8000000000002,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7170.0,11180.0,1116.6666666666656,1874.9999999999989,15370.0,4.2,0.566,0.3,2540.0,4.2,2.928,1.5,OK,True,
8,8. LOW C@ 25°C #8,LOW C@ 25°C #8,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/8. LOW C@ 25°C #8/4.csv,M01Ch008[008],8,4,3990.0,736.6666666666672,0.18462823725981634,1C,2380.0,489.8499999999999,14760.0,293.35000000000036,2380.0,489.8499999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6620.0,10610.0,993.3333333333328,1730.0,14760.0,4.2,0.57,0.3,2380.0,4.2,2.93,1.5,OK,True,
8,8. LOW C@ 25°C #8,LOW C@ 25°C #8,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/8. LOW C@ 25°C #8/5.csv,M01Ch008[008],8,5,3975.833333333331,717.0833333333346,0.18036051142318216,1C,2280.0,481.8000000000002,14340.0,334.39999999999964,2280.0,481.8000000000002,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6256.666666666667,10232.499999999998,913.3333333333328,1630.4166666666674,14340.0,4.2002,0.5802,0.3,2280.0,4.2003,2.8555,1.4999,OK,True,
9,9. HIGH C@ 25°C #1,HIGH C@ 25°C #1,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/9. HIGH C@ 25°C #1/0.csv,M01Ch009[009],9,0,4140.0,805.0000000000011,0.19444444444444473,1C,3150.0,446.5999999999999,18120.0,157.29999999999927,3150.0,446.5999999999999,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9710.0,13850.0,1624.9999999999989,2430.0,18120.0,4.199,0.552,0.3,3150.0,4.199,2.921,1.5,OK,True,
9,9. HIGH C@ 25°C #1,HIGH C@ 25°C #1,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/9. HIGH C@ 25°C #1/1.csv,M01Ch009[009],9,1,4050.0,786.6666666666656,0.19423868312757175,1C,2850.0,469.8000000000002,16770.0,177.34999999999854,2850.0,469.8000000000002,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,8450.0,12500.0,1380.0,2166.6666666666656,16770.0,4.199,0.562,0.3,2850.0,4.199,2.879,1.5,OK,True,
9,9. HIGH C@ 25°C #1,HIGH C@ 25°C #1,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/9. HIGH C@ 25°C #1/2.csv,M01Ch009[009],9,2,4020.0,764.9999999999989,0.19029850746268628,1C,2660.0,497.8000000000002,15970.0,195.29999999999927,2660.0,497.8000000000002,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7690.0,11710.0,1230.0,1994.9999999999989,15970.0,4.198,0.557,0.3,2660.0,4.199,2.917,1.5,OK,True,
9,9. HIGH C@ 25°C #1,HIGH C@ 25°C #1,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/9. HIGH C@ 25°C #1/3.csv,M01Ch009[009],9,3,3980.0,743.3333333333333,0.18676716917922948,1C,2510.0,511.25,15340.0,221.75,2510.0,511.25,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7130.0,11110.0,1110.0,1853.3333333333333,15340.0,4.199,0.562,0.3,2510.0,4.199,2.877,1.5,OK,True,
9,9. HIGH C@ 25°C #1,HIGH C@ 25°C #1,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/9. HIGH C@ 25°C #1/4.csv,M01Ch009[009],9,4,3945.0,711.083333333333,0.18024926066751154,1C,2340.0,529.6500000000001,14750.0,256.35000000000036,2340.0,529.6500000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6620.0,10565.0,997.6666666666663,1708.7499999999993,14750.0,4.1986,0.5722,0.3,2340.0,4.1986,2.939,1.5,OK,True,
9,9. HIGH C@ 25°C #1,HIGH C@ 25°C #1,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/9. HIGH C@ 25°C #1/5.csv,M01Ch009[009],9,5,3889.5,677.8193548387106,0.17426902039817732,1C,2190.0,525.3000000000002,14200.0,285.85000000000036,2190.0,525.3000000000002,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6187.999999999996,10077.499999999996,892.5806451612901,1570.4000000000008,14200.0,4.1985,0.5657,0.3,2190.0,4.1985,2.8647,1.5,OK,True,
10,10. HIGH C@ 25°C #2,HIGH C@ 25°C #2,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/10. HIGH C@ 25°C #2/0.csv,M01Ch010[010],10,0,4140.0,796.6666666666656,0.19243156199677913,1C,3140.0,447.25,18080.0,162.70000000000073,3140.0,447.25,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9670.0,13810.0,1630.0,2426.6666666666656,18080.0,4.199,0.562,0.3,3140.0,4.199,2.894,1.5,OK,True,
10,10. HIGH C@ 25°C #2,HIGH C@ 25°C #2,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/10. HIGH C@ 25°C #2/1.csv,M01Ch010[010],10,1,4060.0,781.6666666666663,0.1925287356321838,1C,2850.0,474.5999999999999,16820.0,190.25,2850.0,474.5999999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,8500.0,12560.0,1393.3333333333328,2174.999999999999,16820.0,4.199,0.567,0.3,2850.0,4.199,2.925,1.5,OK,True,
10,10. HIGH C@ 25°C #2,HIGH C@ 25°C #2,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/10. HIGH C@ 25°C #2/2.csv,M01Ch010[010],10,2,4020.0,754.9999999999989,0.18781094527363157,1C,2660.0,488.8000000000002,16010.0,216.04999999999927,2660.0,488.8000000000002,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7740.0,11760.0,1240.0,1994.9999999999989,16010.0,4.199,0.559,0.3,2660.0,4.199,2.881,1.5,OK,True,
10,10. HIGH C@ 25°C #2,HIGH C@ 25°C #2,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/10. HIGH C@ 25°C #2/3.csv,M01Ch010[010],10,3,3960.0,718.3333333333344,0.18139730639730667,1C,2440.0,501.8499999999999,15220.0,255.54999999999927,2440.0,501.8499999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7080.0,11040.0,1084.9999999999989,1803.3333333333333,15220.0,4.199,0.556,0.3,2440.0,4.199,2.898,1.5,OK,True,
10,10. HIGH C@ 25°C #2,HIGH C@ 25°C #2,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/10. HIGH C@ 25°C #2/4.csv,M01Ch010[010],10,4,3813.571428571435,641.8303571428578,0.1683016482487356,1C,2100.0,497.75,14000.0,325.5499999999993,2100.0,497.75,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6194.999999999996,10008.571428571431,872.8124999999993,1514.642857142857,14000.0,4.1987,0.57,0.3,2100.0,4.1987,2.8482,1.4999,OK,True,
11,11. HIGH C@ 25°C #3,HIGH C@ 25°C #3,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/11. HIGH C@ 25°C #3/0.csv,M01Ch011[011],11,0,4150.0,805.0000000000011,0.1939759036144581,1C,3160.0,441.0999999999999,18140.0,157.59999999999854,3160.0,441.0999999999999,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9700.0,13850.0,1634.9999999999989,2440.0,18140.0,4.199,0.547,0.3,3160.0,4.199,2.881,1.5,OK,True,
11,11. HIGH C@ 25°C #3,HIGH C@ 25°C #3,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/11. HIGH C@ 25°C #3/1.csv,M01Ch011[011],11,1,4070.0,786.6666666666672,0.1932841932841934,1C,2850.0,472.1500000000001,16790.0,190.5,2850.0,472.1500000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,8440.0,12510.0,1383.3333333333328,2170.0,16790.0,4.199,0.572,0.3,2850.0,4.199,2.876,1.5,OK,True,
11,11. HIGH C@ 25°C #3,HIGH C@ 25°C #3,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/11. HIGH C@ 25°C #3/2.csv,M01Ch011[011],11,2,4030.0,763.3333333333328,0.18941273779983445,1C,2660.0,491.75,15970.0,217.60000000000036,2660.0,491.75,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7680.0,11710.0,1233.3333333333328,1996.6666666666656,15970.0,4.199,0.572,0.3,2660.0,4.199,2.917,1.5,OK,True,
11,11. HIGH C@ 25°C #3,HIGH C@ 25°C #3,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/11. HIGH C@ 25°C #3/3.csv,M01Ch011[011],11,3,4000.0,736.6666666666656,0.1841666666666664,1C,2490.0,497.8499999999999,15270.0,254.5,2490.0,497.8499999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7070.0,11070.0,1100.0,1836.6666666666656,15270.0,4.199,0.577,0.3,2490.0,4.199,2.877,1.5,OK,True,
11,11. HIGH C@ 25°C #3,HIGH C@ 25°C #3,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/11. HIGH C@ 25°C #3/4.csv,M01Ch011[011],11,4,3887.1428571428532,663.5607940446663,0.1707065622312631,1C,2160.0,504.9000000000001,14220.0,321.64999999999964,2160.0,504.9000000000001,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6260.0,10147.142857142853,894.5161290322577,1558.076923076924,14220.0,4.1989,0.5804,0.3,2160.0,4.1989,2.8705,1.5,OK,True,
12,12. HIGH C@ 25°C #4,HIGH C@ 25°C #4,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/12. HIGH C@ 25°C #4/0.csv,M01Ch012[012],12,0,4140.0,804.9999999999991,0.19444444444444423,1C,3160.0,439.0500000000002,18110.0,162.0,3160.0,439.0500000000002,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9700.0,13840.0,1630.0,2434.999999999999,18110.0,4.199,0.561,0.3,3160.0,4.199,2.9,1.5,OK,True,
12,12. HIGH C@ 25°C #4,HIGH C@ 25°C #4,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/12. HIGH C@ 25°C #4/1.csv,M01Ch012[012],12,1,4050.0,786.6666666666672,0.19423868312757214,1C,2840.0,486.75,16780.0,176.0,2840.0,486.75,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,8450.0,12500.0,1373.3333333333328,2160.0,16780.0,4.199,0.553,0.3,2840.0,4.199,2.907,1.5,OK,True,
12,12. HIGH C@ 25°C #4,HIGH C@ 25°C #4,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/12. HIGH C@ 25°C #4/2.csv,M01Ch012[012],12,2,4020.0,761.6666666666661,0.18946932006633485,1C,2650.0,514.5,15980.0,206.20000000000073,2650.0,514.5,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7700.0,11720.0,1223.3333333333328,1984.9999999999989,15980.0,4.199,0.583,0.3,2650.0,4.199,2.926,1.5,OK,True,
12,12. HIGH C@ 25°C #4,HIGH C@ 25°C #4,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/12. HIGH C@ 25°C #4/3.csv,M01Ch012[012],12,3,3990.0,740.0,0.18546365914786966,1C,2510.0,519.1999999999998,15360.0,225.95000000000073,2510.0,519.1999999999998,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,7140.0,11130.0,1110.0,1850.0,15360.0,4.199,0.566,0.3,2510.0,4.199,2.885,1.5,OK,True,
12,12. HIGH C@ 25°C #4,HIGH C@ 25°C #4,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/12. HIGH C@ 25°C #4/4.csv,M01Ch012[012],12,4,3954.999999999999,717.256371814094,0.18135432915653454,1C,2370.0,527.3499999999999,14800.0,259.2999999999993,2370.0,527.3499999999999,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6651.666666666663,10606.666666666662,1004.4827586206885,1721.7391304347825,14800.0,4.1989,0.5754,0.3,2370.0,4.1989,2.8805,1.5,OK,True,
12,12. HIGH C@ 25°C #4,HIGH C@ 25°C #4,25.0,5,/content/drive/MyDrive/Battery raw data/RPT Data/12. HIGH C@ 25°C #4/5.csv,M01Ch012[012],12,5,3921.7500000000073,698.0833333333336,0.17800301736044682,1C,2260.0,531.0,14390.0,278.10000000000036,2260.0,531.0,protocol_second_repeat,6,2,0.6,1,protocol_second_repeat,11,2,3.0,2,6311.999999999996,10233.750000000004,928.9999999999994,1627.083333333333,14390.0,4.1989,0.5602,0.3,2260.0,4.1989,2.9104,1.5,OK,True,
13,13. 1V@ 25°C #1,1V@ 25°C #1,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/13. 1V@ 25°C #1/0.csv,M01Ch021[021],21,0,4140.0,801.6666666666663,0.19363929146537834,1C,3160.0,429.9499999999998,18080.0,154.15000000000146,3160.0,429.9499999999998,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9660.0,13800.0,1633.3333333333328,2434.999999999999,18080.0,4.2,0.541,0.3,3160.0,4.2,2.875,1.5,OK,False,folder cell id != channel number
13,13. 1V@ 25°C #1,1V@ 25°C #1,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/13. 1V@ 25°C #1/1.csv,M01Ch021[021],21,1,4060.0,786.6666666666656,0.1937602627257797,1C,2890.0,463.25,16970.0,179.34999999999854,2890.0,463.25,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,8620.0,12680.0,1410.0,2196.6666666666656,16970.0,4.2,0.548,0.3,2890.0,4.2,2.919,1.5,OK,False,folder cell id != channel number
13,13. 1V@ 25°C #1,1V@ 25°C #1,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/13. 1V@ 25°C #1/2.csv,M01Ch021[021],21,2,4020.0,761.6666666666661,0.18946932006633485,1C,2690.0,473.1500000000001,16070.0,215.45000000000073,2690.0,473.1500000000001,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,7780.0,11800.0,1243.3333333333328,2004.9999999999989,16070.0,4.2,0.561,0.3,2690.0,4.2,2.875,1.5,OK,False,folder cell id != channel number
13,13. 1V@ 25°C #1,1V@ 25°C #1,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/13. 1V@ 25°C #1/3.csv,M01Ch021[021],21,3,4000.0,723.3333333333328,0.1808333333333332,1C,2420.0,492.25,15050.0,277.0499999999993,2420.0,492.25,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,6840.0,10840.0,1033.3333333333328,1756.6666666666656,15050.0,4.2,0.564,0.3,2420.0,4.199,2.88,1.5,OK,False,folder cell id != channel number
13,13. 1V@ 25°C #1,1V@ 25°C #1,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/13. 1V@ 25°C #1/4.csv,M01Ch021[021],21,4,3980.0,693.3333333333343,0.17420435510887797,1C,2190.0,496.5999999999999,14190.0,343.75,2190.0,496.5999999999999,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,6050.0,10030.0,846.6666666666657,1540.0,14190.0,4.2,0.569,0.3,2190.0,4.2,2.859,1.5,OK,False,folder cell id != channel number
14,14. 1V@ 25°C #2,1V@ 25°C #2,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/14. 1V@ 25°C #2/0.csv,M01Ch022[022],22,0,4140.0,810.0,0.1956521739130435,1C,3180.0,433.1999999999998,18180.0,149.95000000000073,3180.0,433.1999999999998,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9750.0,13890.0,1640.0,2450.0,18180.0,4.2,0.544,0.3,3180.0,4.2,2.922,1.5,OK,False,folder cell id != channel number
14,14. 1V@ 25°C #2,1V@ 25°C #2,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/14. 1V@ 25°C #2/1.csv,M01Ch022[022],22,1,4050.0,790.0,0.19506172839506172,1C,2890.0,464.6999999999998,16940.0,173.29999999999927,2890.0,464.6999999999998,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,8590.0,12640.0,1400.0,2190.0,16940.0,4.2,0.563,0.3,2890.0,4.2,2.914,1.5,OK,False,folder cell id != channel number
14,14. 1V@ 25°C #2,1V@ 25°C #2,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/14. 1V@ 25°C #2/2.csv,M01Ch022[022],22,2,4010.0,770.0,0.19201995012468828,1C,2680.0,492.5,16060.0,199.89999999999964,2680.0,492.5,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,7750.0,11760.0,1230.0,2000.0,16060.0,4.2,0.571,0.3,2680.0,4.2,2.926,1.5,OK,False,folder cell id != channel number
14,14. 1V@ 25°C #2,1V@ 25°C #2,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/14. 1V@ 25°C #2/3.csv,M01Ch022[022],22,3,4000.0,743.3333333333333,0.18583333333333332,1C,2480.0,502.5,15210.0,238.10000000000036,2480.0,502.5,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,6950.0,10950.0,1070.0,1813.3333333333333,15210.0,4.2,0.58,0.3,2480.0,4.2,2.935,1.5,OK,False,folder cell id != channel number
14,14. 1V@ 25°C #2,1V@ 25°C #2,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/14. 1V@ 25°C #2/4.csv,M01Ch022[022],22,4,3980.0,713.3333333333343,0.17922948073701866,1C,2270.0,526.5,14450.0,282.5,2270.0,526.5,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,6240.0,10220.0,906.6666666666657,1620.0,14450.0,4.2,0.572,0.3,2270.0,4.2,2.936,1.5,OK,False,folder cell id != channel number
15,15. 1V@ 25°C #3,1V@ 25°C #3,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/15. 1V@ 25°C #3/0.csv,M01Ch023[023],23,0,4170.0,810.0,0.19424460431654678,1C,3180.0,434.3499999999999,18210.0,160.04999999999927,3180.0,434.3499999999999,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9750.0,13920.0,1640.0,2450.0,18210.0,4.2,0.547,0.3,3180.0,4.2,2.916,1.5,OK,False,folder cell id != channel number
15,15. 1V@ 25°C #3,1V@ 25°C #3,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/15. 1V@ 25°C #3/1.csv,M01Ch023[023],23,1,4080.0,793.3333333333335,0.19444444444444448,1C,2880.0,474.5500000000002,16970.0,189.54999999999927,2880.0,474.5500000000002,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,8580.0,12660.0,1390.0,2183.3333333333335,16970.0,4.2,0.577,0.3,2880.0,4.2,2.887,1.5,OK,False,folder cell id != channel number
15,15. 1V@ 25°C #3,1V@ 25°C #3,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/15. 1V@ 25°C #3/2.csv,M01Ch023[023],23,2,4050.0,770.0,0.19012345679012346,1C,2670.0,489.1999999999998,16050.0,214.14999999999964,2670.0,489.1999999999998,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,7700.0,11750.0,1220.0,1990.0,16050.0,4.2,0.556,0.3,2670.0,4.2,2.918,1.5,OK,False,folder cell id != channel number
15,15. 1V@ 25°C #3,1V@ 25°C #3,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/15. 1V@ 25°C #3/3.csv,M01Ch023[023],23,3,4020.0,728.3333333333331,0.1811774461028192,1C,2410.0,508.25,15070.0,271.14999999999964,2410.0,508.25,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,6800.0,10820.0,1016.6666666666657,1744.9999999999989,15070.0,4.2,0.56,0.3,2410.0,4.2,2.883,1.5,OK,False,folder cell id != channel number
15,15. 1V@ 25°C #3,1V@ 25°C #3,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/15. 1V@ 25°C #3/4.csv,M01Ch023[023],23,4,4010.0,696.6666666666672,0.17373233582709904,1C,2190.0,514.5999999999999,14290.0,333.9500000000007,2190.0,514.5999999999999,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,6080.0,10090.0,843.3333333333328,1540.0,14290.0,4.2,0.568,0.3,2190.0,4.2,2.928,1.5,OK,False,folder cell id != channel number
16,16. 1V@ 25°C #4,1V@ 25°C #4,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/16. 1V@ 25°C #4/0.csv,M01Ch024[024],24,0,4170.0,801.6666666666667,0.19224620303756995,1C,3160.0,447.5500000000002,18180.0,168.20000000000073,3160.0,447.5500000000002,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9730.0,13900.0,1634.9999999999989,2436.6666666666656,18180.0,4.2,0.57,0.3,3160.0,4.2,2.878,1.5,OK,False,folder cell id != channel number
16,16. 1V@ 25°C #4,1V@ 25°C #4,25.0,1,/content/drive/MyDrive/Battery raw data/RPT Data/16. 1V@ 25°C #4/1.csv,M01Ch024[024],24,1,4080.0,790.0,0.19362745098039216,1C,2870.0,481.4499999999998,16970.0,188.09999999999854,2870.0,481.4499999999998,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,8580.0,12660.0,1390.0,2180.0,16970.0,4.2,0.562,0.3,2870.0,4.2,2.892,1.5,OK,False,folder cell id != channel number
16,16. 1V@ 25°C #4,1V@ 25°C #4,25.0,2,/content/drive/MyDrive/Battery raw data/RPT Data/16. 1V@ 25°C #4/2.csv,M01Ch024[024],24,2,4050.0,761.6666666666661,0.18806584362139903,1C,2640.0,513.6500000000001,16060.0,217.45000000000073,2640.0,513.6500000000001,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,7710.0,11760.0,1213.3333333333328,1974.9999999999989,16060.0,4.2,0.555,0.3,2640.0,4.2,2.937,1.5,OK,False,folder cell id != channel number
16,16. 1V@ 25°C #4,1V@ 25°C #4,25.0,3,/content/drive/MyDrive/Battery raw data/RPT Data/16. 1V@ 25°C #4/3.csv,M01Ch024[024],24,3,4030.0,725.0000000000011,0.17990074441687373,1C,2390.0,506.0500000000002,15040.0,283.39999999999964,2390.0,506.0500000000002,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,6770.0,10800.0,1004.9999999999989,1730.0,15040.0,4.2,0.565,0.3,2390.0,4.2,2.865,1.5,OK,False,folder cell id != channel number
16,16. 1V@ 25°C #4,1V@ 25°C #4,25.0,4,/content/drive/MyDrive/Battery raw data/RPT Data/16. 1V@ 25°C #4/4.csv,M01Ch024[024],24,4,4010.0,690.0,0.17206982543640897,1C,2160.0,492.8499999999999,14200.0,356.2000000000007,2160.0,492.8499999999999,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,6010.0,10020.0,820.0,1510.0,14200.0,4.2,0.577,0.3,2160.0,4.2,2.878,1.5,OK,False,folder cell id != channel number
17,17. 4.35V@ 25°C #1,4.35V@ 25°C #1,25.0,0,/content/drive/MyDrive/Battery raw data/RPT Data/17. 4.35V@ 25°C #1/0.csv,M01Ch013[013],13,0,4140.0,806.6666666666656,0.1948470209339772,1C,3180.0,427.8000000000002,18160.0,149.15000000000146,3180.0,427.8000000000002,protocol_second_repeat,6,2,0.6,2,protocol_second_repeat,11,2,3.0,2,9730.0,13870.0,1640.0,2446.6666666666656,18160.0,4.2,0.54,0.3,3180.0,4.2,2.884,1.5,OK,False,folder cell id != channel number
